TOKEN	L1	L2
Kuzonikeza	0	0
nabantu	0	0
isiqiniseko	1	1
sokuthi	0	0
ukuzithuthukisa	1	0
ngamakhono	0	0
akusiyona	0	0
into	0	0
yokuchitha	0	0
isikhathi	0	0
kodwa	0	0
kunembuyiselo.	1	0

Kufanele	0	0
basebenzise	0	0
uhlu	1	0
lwezihloko	0	0
kanye	0	1
nezigaba	1	0
zolwazi	0	0
oluphethwe	0	0
isekela	0	0
lomsebenzi	1	0
wolwazi	0	0
ngalinye.	0	0

Ukuze	0	0
bakwazi	0	0
ukunquma	1	0
ukuthi	0	0
yiliphi	0	0
isekela	1	0
lomsebenzi	1	0
wolwazi	0	0
ongahle	0	0
kube	0	0
linerekhodi.	0	1

Bese	0	0
bebhala	0	0
izicelo	1	0
zabo	0	0
baziyise	1	0
kulelo	0	0
sekela	0	1
lomsebenzi	1	0
wolwazi.	0	0

Isicelo	1	0
sokuvuselela	1	0
isitifiketi	0	1
semvume	1	0
siyokwenziwa	0	0
ngokugcwalisa	1	0
ifomu	0	0
enqunywe	0	0
uMqulu.	0	0

Futhi	0	0
siphelezelwe	1	0
yimali	0	1
efanele	0	0
njengoba	0	0
inqunyiwe	1	0
yiNgxenye	1	0
yekhulu	0	0
namashumi	0	0
ayisishiyagalombili	0	0
nesikhombisa.	0	0

Noma	0	0
yimuphi	0	0
umuntu	1	0
obizwe	0	0
ukuba	0	0
abe	0	0
khona	0	0
ekuhlaleni	1	0
kweBhodi	0	1
njengofakazi,	0	0
noma	0	0
onikeze	0	0
ubufakazi	1	0
ngaphambi	0	0
kweBhodi.	0	0

Unelungelo	0	0
lokucela	0	0
izindleko	1	0
ezivelile	0	0
emalini	0	0
yomphakathi,	1	0
ngokwesilinganiso	0	1
esisebenza	0	0
kufakazi	0	0
ecaleni	1	0
lezakhamuzi	1	0
enkantolo	0	0
kamantshi.	0	0

Inhlangano	1	0
ethile	0	0
iyofaka	0	0
imali	1	0
kumacebo	1	0
amasha	0	0
kuzo	0	0
zonke	0	0
izinhlaka	1	1
zomphakathi,	0	1
nasembonini	0	0
ezimele.	0	0

Kanjalo	0	0
ezigabeni	1	0
ezehlukene	0	0
okungasukela	0	0
ekucatshangweni	0	0
kwecebo,	1	1
kuze	0	0
kufike	0	0
ekwethulweni	0	0
komkhiqizo	1	0
emphakathini.	0	0

Nakuba	0	0
uyobheka	0	0
isigaba	1	0
sokusungulwa	0	0
kwecebo	1	0
okunezindleko	1	1
ezinkulu,	0	1
nokwemukelwa	0	0
komkhiqizo	0	0
wumphakathi	0	0
lapho	0	0
usudayisa,	1	0
ungeniswa	0	0
noma	0	0
usatshalaliswa.	0	0

Uma	0	0
ofake	0	0
isicelo	1	0
esethule	0	0
kwiNhloko	0	0
yesiFundazwe	0	0
ephawulwe	1	0
kuleli	0	0
bhuku,	0	0
iNhloko	0	1
yesiFundazwe	0	1
eqondene	1	0
iyobhala	0	0
phansi	0	0
isicelo	0	0
somlomo.	1	0

Iyobe	0	0
isinika	1	0
ofake	0	0
isicelo	1	0
umbhalo	1	0
ofanayo	0	1
waleso	0	0
sicelo.	0	0

Induna	0	0
yomkhumbi	0	0
kufanele	0	0
iqiniseke	1	1
ukuthi	0	0
isikhulu	1	0
nabasebenzi	0	0
bomkhumbi	0	0
basezindaweni	0	0
zabo,	0	0
nokuthi	0	0
baqaphile.	1	0

Futhi	0	0
umkhaphi	1	0
unikezwa	0	0
lonke	0	0
usizo	1	0
ekwenzeni	0	0
umsebenzi	1	0
wakhe.	0	1

Intsha	0	0
kufanele	0	0
yephuze	0	0
ukuya	0	0
ocansini	1	1
okokuqala,	1	0
yenze	0	0
izinqumo	1	0
ezenziwe	0	0
ngokwazi	0	0
ukuvimbela	1	0
ukukhulelwa	0	0
okungadingekile	0	0
nezifo	0	0
zegciwane	0	0
lengculazi.	0	0

Uzokwenza	0	0
isiqiniseko	1	0
sokuthi	0	0
inqubo	0	0
yecala	1	0
yenzeka	0	0
ngendlela	0	0
yokuthi	0	0
ayihlukumezi	1	0
amalungelo	1	1
akho	0	1
okukuphatha	0	0
ngenhlonipho.	0	0

Ukubamba	0	0
isithunzi	1	1
sakho,	1	0
nelungelo	0	1
lakho	0	0
lokuhlonipha	1	1
ubuwena	0	0
nezimfihlo	0	0
zakho.	0	0

Lapho	0	0
umsebenzi	0	0
ezikhethela	1	0
yena	0	0
ukuveza	1	0
isimo	0	1
sakhe	0	1
sokuba	0	0
negciwane	1	0
lengculazi	0	0
kumqashi	0	0
wakhe,	0	0
kumbe	0	0
ozwakabo.	0	0

Lolu	0	0
lwazi	1	0
alufanele	0	0
bese	0	0
lusakazwa	1	0
lutshelwa	0	0
nabanye,	0	0
ngaphandle	0	1
kwemvume	1	0
yomninilo	0	0
futhi	0	0
ebhalwe	1	0
phansi.	0	0

Umfundi	0	0
ofuna	0	0
ukungena	1	0
esikoleni	0	0
okokuqala	0	1
ngqa	0	1
ekuqaleni	1	0
konyaka	0	0
wesikole,	0	0
kufanele	0	0
abhalise	1	0
kuso.	0	0

Ukwenza	0	0
ekuqaleni	1	0
kuka	0	0
Agasti	0	1
kuya	0	0
ekupheleni	1	0
kuka	0	0
Septhemba,	0	1
wonyaka	0	0
wangaphambili	1	0
kokuqala	0	0
kwakhe	0	0
esikoleni.	0	0

Uma	0	0
kukhona	0	0
into	0	0
engingayiqondisisi	1	0
kumbe	0	0
engifuna	0	0
ukuyibuza,	1	0
uLouis	0	0
nguye	0	0
oya	0	0
kudokotela	1	1
ayongibuzela	0	0
angisize	0	0
nangayo	0	0
yonke	0	0
indlela.	0	0

Imithethonkambiso	0	1
okukhulunywa	0	0
ngayo	0	0
kulesi	0	0
sigaba	1	0
ingamisa	0	0
amacala	1	0
kanye	0	0
nokuhlawulisa	1	0
inhlawulo,	0	0
noma	0	0
ukugcinwa	0	0
ejele	1	0
isikhathi	0	0
esingeke	0	0
saba	0	0
ngaphezulu	0	0
kwezinyanga	0	0
eziyisithupha,	0	0
noma	0	0
kokubili	0	0
inhlawulo	0	0
nokugcinwa	0	0
ejele.	0	0

Uma	0	0
ushayela	1	0
inhlangano	0	0
yezempilo,	1	0
ungalindela	0	0
ukuqondiswa	0	0
okunolwazi	1	1
kokuthi	0	0
ungaya	0	0
nini	0	0
ekhemisi	0	0
ukuze	0	0
uthole	0	0
imithi.	0	0

Leyo	0	0
oyithenga	1	0
ngaphandle	0	1
kwemvume	1	1
kadokotela,	0	0
uma	0	0
udinga	0	0
iseluleko	1	0
sikadokotela,	0	0
noma	0	0
uma	0	0
kumele	0	0
ungeniswe	0	0
esibhedlela	0	0
ngokushesha.	0	1

Incwadi	0	0
kumele	0	1
ibe	0	0
wubufakazi	1	0
bokuthi	0	0
ukufanele	0	0
ukubhalisela	1	0
noma	0	0
ukubamba	1	0
iqhaza	0	0
ohlelweni.	1	0

Futhi	0	0
kumele	0	0
kukhombise	0	0
ukuthi	0	0
inhlangano,	1	0
noma	0	1
umndeni	1	0
uzobhekana	1	0
nawe	0	0
ngesikhathi	0	0
uhlezi	1	0
eNingizimu	0	1
Afrika.	0	1

Ngale	0	0
kokunciphisa	0	0
amandla	1	0
okukhulunywa	0	0
ngawo	0	1
kusigatshana	1	0
sokuqala,	0	0
inkampani	0	0
iyakuba	0	0
namandla	0	0
okuba	0	0
ikhokhelwe	1	0
imali	0	0
kweminye	0	1
imithombo.	0	0

Lokhu	0	0
kungale	0	1
kwezintela,	1	0
inkokhelo	0	0
okumbandakanya	1	0
noma	0	0
kungesilokhu	0	0
kuphela,	0	0
amandla	0	0
okuphoqa	1	0
ukuba	0	0
kulandelwe	0	0
isivumelwano.	1	0

Leso	0	1
esimayelana	0	1
nalokho	0	1
kwenza	0	0
izindlela	1	0
zokuthola	0	0
imali,	1	0
ukuboleka	0	0
imali	0	0
kuyokwenziwa	0	0
ngokulandela	0	0
isigaba	1	0
samashumi	0	0
ayisithupha	0	0
nesithupha.	0	0

Yisigaba	0	0
soMthetho	1	1
wokuphathwa	0	0
kwezimali	1	0
zoMbuso.	0	0

Anibheke	0	0
nje	0	0
kodwa	0	0
bafowethu,	0	0
ngasho	0	0
ngikhomba	0	0
inhlabaluhide	1	0
yomugqa	0	0
wezalukazi	1	0
namakhehla,	1	0
alinde	0	0
ukuhola	0	0
imali	0	0
yawo	0	0
yempesheni	1	0
yanyanga	0	0
zonke.	0	1

Siyethemba	0	0
kulokhu	0	0
ukuthi	0	0
le	0	1
yimizamo	0	0
yomphakathi	1	0
wamazwe	0	0
omhlaba	1	0
evuselelwe	0	0
kabusha,	0	0
yokuthola	0	0
isixazululo	1	0
sesikhathi	0	0
eside	0	0
sale	0	0
ngxabano.	1	0

Izothela	0	0
izithelo,	0	0
ukuze	0	0
abantu	1	0
bakwa	0	0
Israyeli	1	1
namaPhalestina	1	1
bezokwazi	0	0
ukuphila	0	0
ngokuthula	1	0
nokuvikeleka.	1	0

Njengomakhelwane	1	0
ezindaweni	1	0
ezizimele.	0	1

Iphothfoliyo/iqoqomibhalo,	0	0
iyindlela	0	0
yokuhlola	1	0
enikeza	0	0
bobabili	1	1
umfundi	0	0
nothisha	0	0
amathuba	0	0
okubheka	0	0
umsebenzi	1	0
owenzelwe.	0	0

Imisebenzi	0	0
yokuhlola	1	0
eminingana.	1	1

Inhlangano	0	0
ethile	0	0
inganika	0	0
umyalo	1	0
wokwenza	0	0
kuphela	0	1
ifuna	0	0
ukuqinisekisa	1	0
ukulandelwa	0	0
kwesibopho	1	0
esinikwe	0	0
umkhumbi	0	0
olawulwa	0	0
kwelinye	0	0
izwe.	0	0

Ngaphansi	0	0
kwale	0	0
mithethonkambiso,	1	0
noma	0	0
mayelana	0	0
nezinyathelo	1	0
ezithile	0	1
ezenza	0	0
ngcono	0	0
ezokuvikela	1	0
olwandle.	0	0

Njengoba	0	0
kubekiwe	1	0
kwesinye	0	1
iSahluko.	1	0

Isiyingi	1	0
sezinsuku	0	0
zekhefu	0	0
lokugula	1	1
sibalwa	0	0
ngokuthatha	1	0
izinsuku	0	0
ezinhlanu	0	0
ziphindwe	0	0
kasithupha.	0	0

Kube	0	0
sekutholakala	1	0
izinsuku	0	0
ezingamashumi	1	0
amathathu	0	0
esikhathini	1	0
seminyaka	0	1
emithathu.	0	0

Uma	0	0
oshonile	1	0
wayengumyeni	0	0
oshade	1	0
abafazi	0	0
abaningi,	1	1
kuphila	0	0
abafazi	0	0
abangaphezu	0	1
koyedwa,	0	0
inani	0	0
lefa	1	0
lingaphansi	0	0
kwamaRandi	0	0
ayikhulu	0	0
namashumi	0	0
amabili	0	0
nanhlanu	0	0
ezinkulungwane.	0	0

Abalingani	0	0
abaphilayo	0	0
bazakuhlukaniselana	1	0
inani	0	0
elisele	0	0
ngokulinganayo	1	1
ngaphakathi	0	0
kwabo.	0	0

Bangafaki	0	1
izingane	1	0
kanye	0	0
namanye	0	0
amalungu	0	0
omndeni.	1	0

Ukubonelelwa	0	0
kwesicelo	1	0
sakho	0	0
kuqala	0	1
ngosuku	1	0
ofakela	0	0
ngalo	0	0
isicelo	0	0
sakho	0	0
sokusekelwa	1	0
kwabantu	0	0
abahluphekile.	1	0

Isicelo	1	0
sakho	0	0
sizohlolwa	1	0
ebese	0	0
kwenziwa	0	0
isinqumo	1	0
sokuthi	0	0
ngabe	0	1
ukufanele	0	0
yini	0	0
ukuthola	0	0
izinkonzo	0	0
zesisekelo	0	0
zamahhla	0	0
noma	0	0
cha.	0	0

Ikomidi	0	0
likahulumeni	0	0
noma	0	0
elinye	0	0
lamakomidi	0	0
angemukela	1	1
amaphethishini,	0	0
izethulo	1	0
noma	0	0
izincwadi	1	0
zezethulo.	0	0

Lezi	0	0
ziqhamuka	1	0
kunoma	0	0
ngobani	1	0
noma	0	0
izikhungo	1	1
ezinentshisekelo.	0	0

Sesizokwazi	0	0
manje	0	0
ukusheshisa	1	0
uhlelo	1	0
lwethu	0	0
lokubhekana	1	0
ngqo	0	1
nokuqedwa	0	0
kwemijondolo.	1	0

Kanye	0	0
nokwakhela	1	0
abantu	0	0
izindlu	1	0
ezindaweni	0	0
zasemakhaya	0	0
ezifana	0	0
nalapha,	0	0
sibuyise	0	0
nesithunzi	1	0
sabantu	0	1
bakithi	0	1
emahhostela.	0	0

Sekube	0	0
khona	0	0
ukudideka	1	0
okukhulu	0	0
ngamagama	1	0
emithi	0	0
ikakhulukazi	0	1
esikhathini	1	0
esedlule.	0	0

Ikakhulukazi	0	1
ngamagama	1	0
ezinto	0	0
okuyizona	0	0
ezisebenzayo	1	0
emithini	0	0
leyo.	0	0

Yinoma	0	0
imuphi	0	0
umfanekiso	1	0
noma	0	0
isitatimende	0	0
esikhiqizwe	1	0
kabusha,	0	0
sase	0	0
siqinisekiswa	1	0
uKhomishini	0	1
ofungisayo,	0	0
ukuthi	0	0
singumfanekiso	0	0
woqobo.	0	1

Noma	0	0
yiwona	0	0
ngqo	0	0
umkhiqizo	1	0
waleso	0	0
esiyiso	1	0
ngqo.	0	1

Umnikazi	1	1
wemoto	0	1
okuthwelwe	1	0
ngayo	0	0
umuntu,	0	0
uthathwa	1	0
ngokuthi	0	0
uye	0	0
obethwele	0	0
lowo	0	0
muntu	0	0
ngesikhathi	1	0
athwalwe	0	0
ngaso.	0	0

Ngaphandle	0	1
uma	0	0
kutholakala	1	0
ukuthi	0	0
ngaleso	0	0
sikhathi	0	0
ubengesiyena	1	1
umshayeli	1	0
waleyo	0	0
moto.	0	0

Futhi	0	0
akazange	1	0
akuvumele	0	0
ukusetshenziswa	1	0
kwaleyo	0	1
moto	0	0
ukuthi	0	0
ihambise	1	0
umuntu.	0	0

Uma	0	0
kungathi	0	0
ilungu	1	0
loMbutho	0	1
oseMbuthweni	1	0
Osebenza	0	0
Ngokuphelele,	0	0
linikezwe	0	0
imvume	1	0
yokuqala	0	0
umsebenzi	1	0
oweHlukile	0	0
ngenkathi	0	0
liqashwe	0	0
eMbuthweni	0	0
wezokuVikela.	0	0

Izintshisekelo	1	0
zoMbuso	0	0
ziza	0	0
ngaphambili	0	1
uma	0	0
kuvela	0	0
ukungqubuzana	1	0
phakathi	0	0
koMbuso	0	0
wezokuVikela	0	0
nomunye	0	0
umsebenzi	1	0
owenziwa	0	0
oseceleni.	0	0

Futhi	0	0
ilungu	0	0
elithintekayo	1	0
kufanele	0	1
lesule	0	0
emsebenzini.	1	0

Noma	0	0
lisuke	0	0
esikhundleni	1	0
salo	0	0
okwesikhashana	1	1
emsebenzini	0	0
walo	0	0
omunye,	0	0
uma	0	0
liyalelwa	0	0
ukuba	0	0
lenze	0	0
kanjalo	0	0
nguMbutho	0	0
wezokuVikela.	1	0

Noma	0	0
imuphi	0	0
umuntu	0	0
onesikhalo/owoniwe	1	0
yinoma	0	0
imuphi	0	0
umyalo	0	0
owenziwe	1	0
inkantolo	1	0
yokulingana,	1	1
njengokuyalela	0	0
kwayo.	0	0

Noma	0	0
ngaphansi	0	0
kwalo	0	0
Mthetho,	0	0
angawedlulisa	1	0
lowo	0	0
myalo	0	0
obhekene	0	0
naye	0	0
eNkantolo	0	0
ePhakeme	0	0
enesikhundla	0	1
samandla	0	0
omthetho.	0	0

Noma	0	0
kwinkantolo	1	0
ePhakeme	0	1
yokweDlulisa,	1	0
kuye	0	0
ngesimo.	1	0

ISigungu	0	0
seziPhathimandla	1	0
kufanele	0	1
sihlanganyele	0	0
neziphathimandla	1	0
okudingeka	0	0
zenze	0	0
le	0	0
misebenzi	1	0
eChwebeni.	0	0

Ukungena	0	0
kwabantu	1	0
abangezona	0	1
izakhamuzi	1	0
zaleli	0	0
zwe,	0	0
imali	0	0
yokuthelela	0	0
impahla	0	0
ephumayo	1	0
noma	0	0
engenayo	0	0
ezweni.	0	0

Ukugcinwa	0	0
komthetho,	1	0
futhi	0	0
kufanele	0	0
banike	0	0
lezikhulu	1	0
zonke	0	0
izinto	0	0
zokusebenza,	1	0
ngokuhambisana	0	1
nesinxephezelo	1	0
okungavunyelwana	0	0
ngaso.	0	0

Phakathi	1	0
kweSigungu	0	0
seziPhathimandla	1	0
naleso	0	0
siphathimandla	1	0
soMbuso	0	1
esithintekayo.	1	0

Uma	0	0
behluleka	1	0
ukufinyelela	1	0
esivumelwaneni,	1	0
uNgqongqoshe	0	0
nguyena	0	1
oyakumisa	0	0
isinxephezelo.	1	0

Umfundi	0	0
lapha	0	0
uzokwazi	0	0
ukuthi	0	0
afunde	0	0
abuye	0	0
abheke	0	0
okuthile	0	0
emibhalweni,	1	0
ukuze	0	1
athole	0	0
ulwazi	1	0
noma	0	0
ke	0	0
efundela	1	0
nje	0	0
ukuzijabulisa.	0	0

Lokhu	0	0
kuzomenza	0	0
ukuthi	0	0
aqale	1	0
ukubona	0	0
ubuhle	0	0
amasiko	1	1
kanye	0	0
nemizwa	1	0
ngalokho	0	0
okubalulekile	0	0
okusemqoka.	1	0

Enye	0	0
into	0	0
eyinselelo	1	0
kakhulu	0	1
yilena	0	0
yezifo	0	0
ezithathelwanayo,	1	0
ikakhulukazi	0	1
igciwane	0	0
lesandulela	0	0
ngculazi	1	0
nesifo	0	0
sengculazi	0	0
uqobo.	0	0

Okuyinto	0	0
eyande	0	0
kakhulu	1	0
kithi	0	0
ngenxa	0	1
yesimo	0	0
sobuphofu	1	0
nokungabi	0	0
nezindawo	1	0
zokuhlala	0	0
ezamukelekile.	1	0

Ilayisense	1	1
enikezwe	0	0
ngokulandela	0	0
uMthetho,	1	0
inikeza	0	0
onelayisense	0	0
amandla	1	0
ukuthi	0	0
awasebenzise,	0	0
enze	0	0
imisebenzi	0	0
ekulayisense	0	0
kanye	0	0
nakulo	0	0
Mthetho.	0	0

Ngakhoke	0	1
akekho	0	0
onelayisense	0	0
ongadlulisa	1	0
noma	0	0
enzise	0	0
abanye	0	0
nanoma	0	0
yimaphi	0	0
amandla	1	0
noma	0	0
umsebenzi.	1	0

Kunoma	0	0
yimuphi	0	0
umuntu	1	0
ngaphambi	0	0
kwemvume	1	0
yoMlinganisi.	0	1

Ukuxazulula	1	0
amaphuzu	1	0
abalulekile	0	0
aqondene	1	0
nentsha	1	1
nabantu	0	0
besifazane.	1	1

Kuwona	0	0
onke	0	0
amazinga	0	0
okubuswa	1	0
kwendawo	0	0
ngokusebenzisa	1	0
izinhlaka	1	1
zomphakathi	0	0
ezilhlekile.	1	0

Isinyathelo	0	0
sokuqala	0	0
sokuthola	0	0
isisindo	1	0
sakho	0	0
esifanele,	1	0
kungaba	0	0
ukuqonda	0	0
ukukalwa	1	0
kwamafutha	0	0
omzimba	0	1
okugxile	0	0
ebudeni	0	0
nasesisindweni.	1	0

Wayefuna	0	0
nje	0	0
athi	0	0
efika	1	0
umshana	1	1
naye	0	0
abe	0	0
engena	0	0
indlela	1	0
elibangise	0	0
kuSkheshe.	0	0

Kusho	0	0
izibalo	0	0
ezikhombisa	1	0
isimo	0	0
sokuthi	0	0
bangaki	1	0
abantu	0	0
abadala	1	1
abangenayo	0	0
imfundo	1	0
eyisisekelo.	0	0

Nanoma	0	0
yimuphi	0	0
umsebenzi	1	0
osunikezwe	0	0
imali	1	0
ngesinye	0	0
isikimu	1	1
sikahulumeni,	0	0
noma	0	0
isikhungo	0	0
esiyingxenye	1	0
kahulumeni.	0	0

Noma	0	0
othola	0	0
noma	0	0
yikuphi	0	0
ukwesekwa	1	0
ngezimali,	1	0
kunoma	0	0
yimuphi	0	0
omunye	1	0
umuntu	0	0
ngaphandle	0	1
kwebhizinisi.	1	0

Bangichazela	1	0
ukuthi	0	0
ukuba	0	0
negciwane	1	0
lesandulela	0	1
ngculazi	0	1
nokungathathi	1	0
imithi	0	0
yokulidambisa,	0	0
uma	0	0
kunesidingo.	0	0

Lokhu	0	0
kufana	0	0
nokushiya	1	0
iminyango	0	0
namawindi	0	0
ekhaya	1	1
lakho	0	1
kuvuliwe	0	0
ube	0	0
wazi	0	0
ukuthi	0	0
izigebengu	1	0
ziyeza.	0	0

Kusukela	0	0
ezimvweni	1	0
ezinikiwe	0	1
zalo	0	0
mhlangano	1	0
wokuthola	0	0
imibono	0	0
neziphakamiso	0	0
ezenziwe,	0	0
kwaba	0	0
nokuvumelana	1	0
ezindaweni	0	0
eziningi.	0	0

Izindawo	0	0
ezithinta	0	0
uhlelo	1	0
lwezinkantolo	0	1
zendabuko,	1	1
imisebenzi	0	0
ebekelwe	0	0
abaholi	1	1
bendabuko	0	1
njengabantu	0	0
abalalela	0	0
amacala	1	0
ezinkantolo	0	0
zendabuko.	0	0

Kumele	0	0
isekelwe	0	0
ekutheni	0	1
baye	0	0
kothola	1	0
ukuqeqeshwa,	0	0
ukuthuthukiswa	1	0
kwemigomo	0	0
yokuziphatha	1	0
ebekelwe	0	0
abaholi	0	0
bendabuko.	1	0

Ukushiywa	0	0
ngaphandle	0	0
kokumelwa	0	0
emacaleni,	1	0
ekuqulweni	0	0
kwamacala	0	0
ezinkantolo	1	0
zendabuko	0	0
nokwenziwa	0	0
kwezinhlelo	0	0
ezigqugquzela	0	1
ukulingana	1	0
ngokobulili.	0	0

Abashadiswe	0	0
ngaphansi	0	0
kwenhlanganiso	1	0
yomdabu,	0	0
babengathathwa	1	1
njengabantu	0	0
abashade	0	0
ngokusemthethweni.	1	0

Noma	0	0
yinini	0	0
omunye	0	0
wabo	0	0
ngaphansi	1	0
kwalowo	0	0
mshado,	0	0
wayengabopha	1	1
ifindo	0	0
lomshado	0	0
wesilungu	1	0
nomunye	0	0
umuntu.	0	0

Bonke	0	0
abanamalungelo	0	0
ezimotweni,	1	0
nabanikazi	0	0
bezimoto	0	0
kumele	0	0
baqinisekise	0	1
ukuthi	0	0
amakheli	0	0
abo	0	0
abhliswe	0	0
encwadini	0	0
yezimoto	1	0
ayiwo	0	0
uqobo.	0	0

Umthethosivivinywa	1	1
uzimisele	0	0
nokwengeza	0	0
izinsuku	1	0
ezibekiwe	0	0
zezinhlelo	1	0
ezithile.	0	0

Ukuze	0	0
unikeze	0	0
iziphathimandla	1	1
ezihlelayo	0	0
isikhathi	1	0
esanele	0	0
sokufaka	0	0
ulwazi.	1	0

Kanye	0	0
nokusebenzisa	1	0
izinhlelo	1	0
zazo	0	0
njengoba	0	0
kudingwa	0	0
nguMthetho.	1	1

Wangena	0	0
uKapteni	0	0
Qeda	0	0
edlubhe	0	0
inyumfomu	1	0
iphelele	0	0
kulenga	0	0
nezindondo,	1	0
nemicu	0	0
ekhombisa	1	0
ukuthi	0	0
yiphoyisa	0	0
elidle	0	1
ngokuhlabana.	1	0

Ngokombono	0	0
wakho	0	0
ingabe	0	0
ukusetshenziswa	1	0
kwezibuko	0	0
kube	0	0
nesidingo	1	0
ngenxa	0	0
yomphumela	1	0
ngqo	0	1
wengoz?	0	0

UMkhandlu	0	0
kufanele	0	0
uqinisekise	1	0
ukuthi	0	0
indlela	0	0
yokuziphatha	1	0
enqunyiwe,	0	1
yocwaningo	0	0
oluphathelene	1	0
nomsebenzi	0	0
wobuhlengikazi,	1	0
iyalandelwa.	0	0

Futhi	0	0
ungathatha	0	0
izinyathelo	0	1
zokuqondisa	1	1
izigwegwe	0	1
ezifanele	0	0
kumuntu	1	0
owephula	0	0
leyo	0	0
nkambiso,	0	0
noma	0	0
imuphi	0	0
umthetho.	1	0

Umfundi	0	0
uzokwazi	1	0
ukuthi	0	0
alalele	0	1
ukuze	0	0
athole	0	0
ulwazi	1	0
nokuthi	0	0
akwazi	0	0
ukujabulela	1	0
leyo	0	0
nto	0	0
asuke	0	0
eyilalele.	0	0

Futhi	0	0
uzokwazi	1	0
ukubhekana	1	0
nezimo	0	0
ezahlukahlukene	1	1
zempilo	0	0
angahle	0	0
ahlangabezane	1	0
nazo.	0	0

Abenhlangano	0	1
yezeNtela	0	1
bazobonelela	1	0
isicelo	0	0
sakho,	0	0
nokwenza	0	0
isinqumo	1	0
sokugcina	0	0
ngokuthi	0	0
wenze	0	0
amalungiselelo	0	0
okukhokha	1	0
kamuva.	0	0

UNgqongqoshe	0	1
ofanele	0	0
enze	0	0
isaziso	0	0
sokuphawula	1	0
kuMqulu	0	0
kaHulumeni.	1	0

Kunoma	0	0
yimuphi	0	0
umthetho	1	1
ophakanyisiwe	0	1
okungenani	0	0
izinyanga	1	0
izithathu,	0	0
ngaphambi	1	0
kokuthi	0	0
usetshenziswe.	0	0

Izindlela	0	0
namazinga	0	0
asetshenzisiwe	1	0
ekwakheni	0	0
izinqolobane	1	1
zolwazi,	0	1
kumele	0	0
zihlanganiswe	1	0
nezinye	0	0
izinhlelo	0	0
zamazwe	0	0
ngamazwe.	0	0

Lokhu	0	0
kwenzelwa	1	0
ukuze	0	0
ukufunwa	0	0
kolwazi	0	1
okuhambisanayo	1	0
kube	0	0
khona.	0	0

Ngeshwa	0	1
ke,	0	1
lo	0	0
msebenzi	0	0
usadinga	0	0
ukulolongisiswa,	1	0
ukuze	0	0
usetshenziswe	1	0
ngempumelelo	0	0
ukwelekelela	0	0
ukulandelwa	0	0
kwezilimilimi.	1	0

Futhi	0	0
kukhuthazwe	0	0
nezikhungo	1	0
ukuthi	0	0
nazo	0	0
zakhe	0	0
imithetho	1	1
migomo	0	1
yezilimi,	1	1
ezokwazi	0	0
ukulungisa	0	0
ukungalingani	0	0
kwesikhathi	0	0
esidlulile.	0	0

Isinqumo	0	0
sokususa	0	0
ilungu	0	1
emkhandlwini	1	0
wokwedluliselwa	0	0
kwezindaba	0	0
singaphansi	1	0
kombandela	0	0
wokungaziphathi	1	0
kahle.	0	0

Noma	0	0
wokwehluleka	0	0
ukwenza	0	0
umsebenzi,	1	0
kufanele	0	1
kweyame	0	1
ekutholakaleni	1	0
kobufakazi	0	0
obumayelana	1	0
nalokhu.	0	0

Yilowo	0	0
oqokwe	0	0
nguNgqongqoshe	1	1
wesifundazwe	1	0
ukuba	0	0
aphenye	0	0
lolo	0	0
daba.	1	0

Ukuphindwa	0	0
kabili	0	1
kosizo	0	0
lwezentuthuko	0	0
eminyakeni	1	0
emithathu	0	0
nokukhuliswa.	1	0

Ukuze	0	0
kuqinisekiswe	1	0
ukuthi	0	0
i	0	0
Afrika	0	1
iyakwazi	0	0
ukuhlangabezana	1	0
nezidingo	0	0
ezithile	0	0
ngowezinkulungwane	1	0
ezimbili	0	0
neshumi	0	0
nanhlanu.	0	0

Lokhu	0	0
kwenzelwa	0	0
ukuthi	0	0
uthole	0	0
umazisi	1	1
ngemuva	0	0
kokuba	0	0
kwemukelwe	1	0
isicelo	0	0
sakho	0	0
sokuba	0	0
yisakhamuzi	1	0
sezwe,	0	0
kodwa	0	0
esivela	0	0
kwelinye	0	0
izwe.	0	0

Zikhona	0	0
yini	0	0
izinto	0	0
ongazicabanga,	1	0
ezingenza	0	0
ukuthi	0	0
impilo	1	0
yomama	0	1
nabantwana	1	1
ibe	0	0
ngcono.	0	0

Futhi	0	0
inikeze	0	0
abantwana	1	1
kanye	0	0
nezingane	0	1
ezisencane	1	1
isiqalo	0	0
sempilo	0	0
esiphilile.	1	0

Ngemuva	0	0
kokuthola	0	0
isikhalo,	1	0
kumelwe	0	1
iphenye	1	0
noma	0	0
yikuphi	0	0
ukungaziphathi	1	0
kahle.	0	0

Noma	0	0
ukwephula	0	0
umthetho	1	0
okwenziwa	0	0
yilunga	1	1
loMbutho	0	1
wamaPhoyisa	0	1
aseNingizimu	0	1
Afrika	0	1
noma	0	0
isigaba	0	0
esithile.	0	0

AmaRandi	0	1
ayikhulu	1	0
ngosuku	0	0
noma	0	0
ingxenye	1	0
yosuku,	0	0
okudingeka	0	0
ukuba	0	0
